latitude,longitude,month,rainfall_mm,humidity_pct,temperature_c,wind_speed_kmh,elevation_m,slope_degree,soil_type,river_proximity_km,ndvi,risk_label
7.1,80.025,2024-01,168.3,94.2,26.1,14.5,59.1,4.2,loam,3.55,0.62,Warning
7.0,79.975,2025-01,352.4,97.1,25.3,13.2,9.0,0.5,clay,1.67,0.59,Flood
6.975,80.275,2024-03,86.9,93.6,27.8,14.1,191.4,27.2,loam,15.0,0.71,Landslide
7.1,80.275,2023-08,132.2,93.3,26.7,16.3,138.0,32.2,loam,6.0,0.79,Landslide
6.95,80.25,2023-11,648.1,98.2,24.2,9.9,182.1,27.5,sandy,15.0,0.78,Landslide
7.125,80.3,2024-02,22.2,92.2,27.1,15.9,121.9,24.6,sandy,5.9,0.56,No Risk
7.15,80.025,2024-02,28.8,91.1,28.1,17.1,44.0,2.2,loam,8.25,0.46,No Risk
6.9,80.125,2024-08,359.2,96.3,25.7,16.3,76.5,15.5,sandy,15.0,0.68,Landslide
6.95,79.9,2023-08,149.6,92.8,27.0,19.7,20.5,4.8,loam,0.0,0.62,Flood
7.05,80.2,2024-02,33.7,93.7,26.0,15.5,99.8,17.4,sandy,5.55,0.5,No Risk
6.975,80.025,2024-02,36.0,93.6,27.8,15.1,70.2,12.1,sandy,6.33,0.59,No Risk
7.025,80.225,2024-04,200.0,96.4,27.8,12.8,137.7,19.0,sandy,8.78,0.78,Landslide
6.9,80.125,2023-11,568.2,98.5,25.1,10.6,76.5,15.5,sandy,15.0,0.72,Landslide
7.125,79.875,2025-02,34.3,91.7,27.3,17.8,3.0,2.0,clay,15.0,0.33,No Risk
7.0,80.225,2024-06,470.1,95.8,26.0,16.1,93.3,10.0,sandy,11.44,0.78,Warning
6.925,79.9,2023-06,381.1,94.5,27.0,19.5,11.6,0.4,clay,2.78,0.6,Flood
7.05,80.075,2023-02,120.8,95.4,25.9,13.2,48.9,3.6,loam,4.33,0.67,Warning
6.975,80.2,2023-03,164.0,97.5,25.8,10.3,118.9,8.0,sandy,13.88,0.79,Warning
7.025,79.95,2024-04,241.5,98.8,27.9,13.0,14.2,1.5,clay,2.99,0.62,Flood
7.0,79.95,2024-09,360.0,96.2,26.6,17.8,31.8,5.9,clay,1.11,0.61,Flood
7.05,80.15,2024-10,438.3,96.9,25.5,13.5,133.4,17.5,loam,7.85,0.81,Landslide
7.025,80.15,2023-12,475.0,97.8,25.5,12.5,108.4,8.3,loam,10.01,0.83,Warning
7.05,80.15,2025-04,283.7,98.4,26.0,12.8,133.4,17.5,loam,7.85,0.78,Landslide
7.1,80.225,2024-02,33.6,93.6,27.4,15.6,125.1,18.9,loam,2.77,0.68,No Risk
6.975,79.85,2024-02,43.0,91.7,27.8,17.7,9.5,0.5,clay,6.21,0.38,No Risk
7.125,80.225,2023-09,470.1,95.7,23.8,18.0,101.5,18.6,clay,0.78,0.79,Landslide
6.95,80.15,2024-04,186.5,96.9,27.7,13.3,110.9,14.4,sandy,15.0,0.78,Warning
6.9,79.9,2023-03,141.2,95.9,26.4,13.1,18.9,1.4,clay,4.0,0.56,Warning
6.925,80.35,2024-11,636.6,98.2,23.7,10.4,196.5,16.3,sandy,15.0,0.73,Landslide
7.125,79.85,2024-07,257.9,93.1,27.1,20.2,6.1,0.5,clay,15.0,0.54,Warning
7.1,79.875,2023-04,168.7,98.0,27.0,13.8,24.4,3.5,clay,14.57,0.62,Warning
6.975,80.2,2024-12,155.3,97.8,25.3,12.2,118.9,8.0,sandy,13.88,0.83,Warning
6.975,80.025,2023-04,204.1,98.1,26.8,11.4,70.2,12.1,sandy,6.33,0.7,Warning
6.95,80.05,2024-05,755.7,97.9,26.8,15.7,79.7,18.7,loam,10.23,0.69,Landslide
7.075,80.05,2023-12,395.4,97.7,25.8,13.7,38.7,7.9,clay,0.55,0.62,Flood
6.9,79.975,2023-09,573.5,96.9,25.5,16.9,23.2,3.9,loam,10.01,0.59,Warning
6.9,80.25,2024-06,455.6,94.8,25.9,14.4,113.0,8.2,sandy,15.0,0.78,Warning
7.125,80.175,2023-04,152.8,96.4,26.9,12.7,116.2,10.0,loam,3.92,0.83,Warning
7.0,79.975,2024-12,192.1,97.9,26.1,12.1,9.0,0.5,clay,1.67,0.56,Flood
6.975,79.925,2023-09,547.8,95.1,26.0,19.9,14.6,0.6,clay,0.78,0.54,Flood
6.95,80.25,2024-11,526.2,98.5,24.1,11.5,182.1,27.5,sandy,15.0,0.79,Landslide
7.025,79.95,2023-01,112.9,91.5,25.1,15.2,14.2,1.5,clay,2.99,0.61,Flood
7.1,80.1,2024-02,25.3,91.0,27.9,17.1,75.3,10.7,loam,2.22,0.5,No Risk
6.95,79.9,2023-06,381.4,94.7,27.0,19.7,20.5,4.8,loam,0.0,0.57,Flood
7.125,80.25,2023-07,308.0,93.4,24.8,16.1,183.4,27.4,sandy,2.29,0.8,Landslide
7.075,80.175,2023-11,568.6,98.8,24.1,10.6,88.0,17.9,loam,3.92,0.76,Landslide
7.0,79.975,2024-03,111.6,96.8,28.1,15.0,9.0,0.5,clay,1.67,0.62,Flood
7.025,79.95,2023-10,637.3,98.2,25.4,12.9,14.2,1.5,clay,2.99,0.59,Flood
7.05,80.125,2023-04,203.6,97.0,26.8,12.4,34.8,4.8,clay,7.47,0.64,Warning
6.95,79.875,2025-05,274.2,94.1,27.8,18.1,39.8,2.5,loam,2.78,0.63,Flood
7.075,80.025,2024-02,27.7,91.4,28.1,16.6,86.0,16.6,loam,2.83,0.52,No Risk
7.125,80.25,2024-02,22.5,92.1,26.2,15.8,183.4,27.4,sandy,2.29,0.65,No Risk
6.95,80.275,2024-02,42.9,94.4,26.7,12.2,186.9,15.9,sandy,15.0,0.68,No Risk
7.05,79.85,2024-11,386.9,97.2,25.7,15.8,7.3,1.1,clay,11.8,0.61,Warning
7.05,80.1,2023-07,301.7,96.6,25.9,16.4,43.6,5.2,clay,5.98,0.65,Warning
6.9,80.225,2024-02,38.7,96.1,27.1,12.9,111.9,8.1,sandy,15.0,0.67,No Risk
7.075,80.125,2023-04,203.6,97.0,26.8,12.4,86.3,10.8,sandy,5.27,0.73,Warning
7.0,80.1,2025-01,350.2,98.2,25.0,12.7,29.7,6.4,loam,10.47,0.59,Warning
6.95,79.925,2024-12,130.0,94.2,26.7,13.7,29.7,6.4,clay,2.77,0.58,Flood
7.125,80.0,2025-02,43.2,95.3,27.0,15.6,61.0,15.4,loam,7.47,0.56,No Risk
7.0,80.275,2024-11,522.4,98.6,24.6,11.6,241.0,35.6,sandy,13.88,0.79,Landslide
7.125,80.3,2024-02,22.4,92.3,27.0,15.7,121.9,24.6,sandy,5.9,0.56,No Risk
7.025,80.225,2023-05,234.3,95.5,26.4,12.5,137.7,19.0,sandy,8.78,0.8,Landslide
7.125,80.275,2025-02,42.3,96.7,26.0,13.4,199.1,34.9,sandy,4.23,0.66,No Risk
6.95,80.2,2024-02,39.3,96.0,27.1,12.9,66.3,6.2,loam,15.0,0.49,No Risk
7.0,80.25,2024-01,236.9,96.2,25.3,9.9,127.9,31.1,loam,12.41,0.85,Landslide
7.0,80.2,2023-12,464.8,98.1,25.3,11.7,62.8,13.7,sandy,11.1,0.68,Warning
7.125,80.175,2024-06,338.8,96.3,25.9,18.2,116.2,10.0,loam,3.92,0.79,Warning
7.05,80.225,2023-01,136.7,92.2,24.5,14.8,90.0,17.9,sandy,6.21,0.71,Landslide
6.925,79.85,2023-08,149.6,92.8,27.0,19.7,24.7,3.2,clay,2.29,0.59,Flood
7.125,79.9,2024-02,26.1,90.5,27.8,18.2,29.0,5.3,clay,15.0,0.39,No Risk
6.975,79.975,2024-04,232.2,98.6,28.0,12.9,17.0,0.8,loam,3.24,0.59,Flood
6.9,80.125,2024-11,507.2,98.4,25.0,13.8,76.5,15.5,sandy,15.0,0.69,Landslide
7.075,80.025,2024-02,27.7,91.4,28.1,16.7,86.0,16.6,loam,2.83,0.52,No Risk
6.95,80.125,2025-04,301.3,98.8,25.8,12.7,28.9,5.4,clay,15.0,0.6,Warning
6.925,79.85,2024-09,304.5,92.9,27.0,20.0,24.7,3.2,clay,2.29,0.56,Flood
7.125,79.875,2025-02,34.2,91.7,27.3,17.8,3.0,2.0,clay,15.0,0.33,No Risk
7.0,79.925,2023-07,215.8,92.9,26.9,21.3,3.0,2.2,clay,2.29,0.57,Flood
7.125,79.85,2024-02,26.5,90.4,27.9,18.1,6.1,0.5,clay,15.0,0.37,No Risk
7.1,80.15,2024-12,142.8,97.5,25.4,13.1,109.5,13.6,sandy,4.96,0.74,Warning
6.925,80.275,2024-02,42.8,94.2,26.8,12.3,193.9,32.8,loam,15.0,0.69,No Risk
6.9,79.9,2024-05,656.3,95.1,27.7,20.1,18.9,1.4,clay,4.0,0.58,Warning
7.075,80.15,2024-02,27.0,91.3,27.9,16.3,81.5,10.9,loam,6.21,0.62,No Risk
6.975,79.95,2024-10,444.4,97.3,25.9,14.3,19.8,1.1,clay,2.29,0.53,Flood
6.975,80.375,2024-07,315.6,97.3,21.5,12.6,153.1,24.6,sandy,15.0,0.81,Landslide
6.95,79.85,2025-02,49.0,92.1,27.4,14.6,17.7,1.4,clay,4.0,0.46,Warning
7.125,79.95,2024-08,268.0,95.6,26.4,17.3,22.8,6.1,loam,11.39,0.57,Warning
6.925,79.875,2023-08,165.4,92.8,27.1,19.7,16.7,1.3,loam,0.78,0.56,Flood
6.95,79.85,2025-05,274.2,94.1,27.8,18.1,17.7,1.4,clay,4.0,0.55,Warning
7.125,80.275,2024-02,22.7,92.4,27.0,16.0,199.1,34.9,sandy,4.23,0.59,No Risk
7.0,79.875,2024-07,302.3,93.5,27.1,19.5,36.2,4.8,loam,6.21,0.59,Warning
7.0,79.85,2024-10,416.9,95.4,26.3,16.9,13.7,1.6,loam,7.85,0.61,Warning
7.0,80.375,2025-02,49.7,96.2,25.8,11.6,175.5,36.1,sandy,15.0,0.63,Warning
7.0,80.025,2024-02,36.2,93.7,27.7,15.0,80.3,6.7,sandy,4.47,0.54,No Risk
7.075,80.15,2024-06,393.4,96.6,26.1,17.0,81.5,10.9,loam,6.21,0.68,Warning
7.05,80.175,2024-07,331.9,96.0,26.0,15.4,121.1,17.9,sandy,6.21,0.79,Landslide
7.075,80.325,2024-02,28.1,94.5,25.7,12.9,99.7,18.4,sandy,11.88,0.53,No Risk
6.975,80.0,2024-07,361.1,96.3,26.8,16.6,74.9,18.6,loam,5.12,0.71,Landslide
7.0,79.95,2023-12,415.3,98.2,25.8,13.5,31.8,5.9,clay,1.11,0.59,Flood
6.95,79.925,2025-01,278.6,94.9,25.6,14.2,29.7,6.4,clay,2.77,0.61,Flood
7.125,79.85,2025-02,34.6,91.7,27.3,17.7,6.1,0.5,clay,15.0,0.45,No Risk
6.95,80.175,2024-02,38.6,96.2,27.2,12.6,117.2,19.0,loam,15.0,0.61,No Risk
6.9,79.85,2023-03,141.2,95.7,26.5,13.0,8.8,0.6,clay,3.14,0.55,Flood
6.95,79.85,2023-04,138.2,95.4,27.4,13.7,17.7,1.4,clay,4.0,0.62,Warning
6.925,79.975,2024-10,460.2,97.1,25.9,14.4,9.3,0.8,clay,7.89,0.59,Warning
6.95,80.075,2024-07,328.2,97.8,26.3,15.7,54.5,2.1,loam,12.22,0.67,Warning
7.075,80.325,2024-02,27.2,94.2,25.6,12.9,99.7,18.4,sandy,11.88,0.53,No Risk
7.075,79.925,2024-02,42.3,91.2,27.7,17.8,12.8,1.0,loam,9.19,0.4,No Risk
7.1,80.025,2025-02,43.4,95.3,27.0,15.6,59.1,4.2,loam,3.55,0.49,No Risk
7.075,80.15,2025-04,283.7,98.4,26.0,12.8,81.5,10.9,loam,6.21,0.67,Warning
7.025,80.175,2025-04,314.4,97.9,25.8,11.7,132.6,16.4,loam,8.78,0.82,Landslide
7.125,80.1,2023-04,174.6,97.1,26.9,12.9,39.1,1.8,loam,1.24,0.61,Flood
7.05,80.05,2025-03,203.5,98.2,26.5,11.8,22.4,3.7,loam,3.33,0.64,Flood
7.05,80.15,2023-02,109.4,95.8,25.6,12.7,133.4,17.5,loam,7.85,0.82,Landslide
6.95,79.875,2023-04,138.2,95.4,27.3,13.7,39.8,2.5,loam,2.78,0.61,Flood
7.025,80.075,2023-02,110.2,97.1,25.6,13.2,77.9,17.8,loam,6.71,0.7,Landslide
7.025,80.275,2024-01,236.9,96.2,25.3,9.9,190.6,30.0,sandy,11.77,0.83,Landslide
7.05,80.2,2023-09,566.4,96.3,23.6,16.9,99.8,17.4,sandy,5.55,0.75,Landslide
6.975,80.075,2024-12,186.0,97.9,25.7,12.3,57.2,4.9,clay,10.32,0.68,Warning
7.05,80.35,2024-06,338.0,96.4,25.4,16.2,132.8,27.5,sandy,15.0,0.81,Landslide
7.125,80.2,2023-03,147.9,95.8,26.2,12.9,92.0,7.0,sandy,2.78,0.7,Warning
6.925,80.1,2024-04,186.5,96.9,27.7,13.3,54.2,8.0,loam,15.0,0.75,Warning
6.925,80.0,2023-11,541.1,99.5,25.3,10.6,60.1,18.3,loam,9.44,0.64,Landslide
7.075,80.3,2024-06,405.7,95.6,25.6,16.6,99.1,6.7,loam,9.88,0.77,Warning
6.925,79.9,2023-09,557.5,95.2,26.0,19.3,11.6,0.4,clay,2.78,0.63,Flood
7.1,80.275,2024-11,540.7,98.6,25.3,12.0,138.0,32.2,loam,6.0,0.8,Landslide
7.075,79.9,2024-12,129.1,95.1,26.2,14.6,28.5,5.2,clay,10.66,0.58,Warning
6.975,80.375,2024-04,244.6,95.7,22.8,8.6,153.1,24.6,sandy,15.0,0.78,Landslide
7.1,79.925,2024-05,606.9,97.2,27.4,16.3,4.3,0.6,clay,11.44,0.51,Warning
7.1,80.1,2024-02,25.2,90.9,27.8,17.1,75.3,10.7,loam,2.22,0.5,No Risk
7.15,79.9,2024-02,26.5,90.4,27.8,18.3,7.8,0.8,clay,15.0,0.41,No Risk
7.0,80.275,2023-10,687.8,97.6,24.7,12.1,241.0,35.6,sandy,13.88,0.82,Landslide
7.025,80.25,2024-10,598.7,95.9,25.2,12.0,95.1,18.9,sandy,10.01,0.73,Landslide
6.9,79.875,2024-08,340.2,92.9,26.7,19.1,17.2,0.3,clay,2.29,0.58,Flood
7.0,79.975,2025-03,181.3,98.5,26.6,11.0,9.0,0.5,clay,1.67,0.61,Flood
7.1,80.05,2023-03,180.7,97.4,26.4,11.4,41.6,6.9,loam,2.22,0.65,Flood
7.025,79.925,2024-12,133.7,94.9,26.4,14.1,7.6,1.0,clay,4.77,0.6,Warning
7.025,79.95,2023-05,237.5,96.6,26.9,14.8,14.2,1.5,clay,2.99,0.56,Flood
6.975,79.975,2023-11,493.5,99.6,25.4,9.7,17.0,0.8,loam,3.24,0.62,Flood
7.125,80.025,2023-10,597.0,98.2,25.3,12.8,86.7,12.3,loam,5.71,0.74,Warning
6.925,80.0,2024-09,383.1,96.3,26.5,17.5,60.1,18.3,loam,9.44,0.68,Landslide
7.025,80.075,2023-12,447.4,98.2,25.7,12.8,77.9,17.8,loam,6.71,0.72,Landslide
7.125,80.1,2024-05,704.0,97.4,26.7,15.7,39.1,1.8,loam,1.24,0.6,Flood
6.9,79.875,2025-02,49.0,92.1,27.4,14.6,17.2,0.3,clay,2.29,0.43,Warning
7.025,80.075,2023-01,129.0,91.8,25.1,14.5,77.9,17.8,loam,6.71,0.76,Landslide
7.125,80.325,2024-01,166.9,95.3,25.8,11.7,114.8,10.7,loam,8.19,0.79,Warning
6.95,80.025,2023-03,182.7,98.6,25.9,9.9,88.4,10.8,loam,8.69,0.7,Warning
7.075,80.2,2023-02,99.6,96.4,25.3,12.1,99.7,13.8,loam,2.77,0.71,Warning
7.075,80.2,2025-02,33.5,96.8,26.1,14.2,99.7,13.8,loam,2.77,0.62,No Risk
7.025,79.975,2023-01,110.3,91.5,25.2,15.1,18.0,0.9,loam,1.76,0.56,Flood
7.125,80.075,2024-02,25.4,90.9,27.8,17.2,72.3,12.6,loam,2.83,0.48,No Risk
7.075,80.225,2025-02,60.2,97.2,25.3,12.7,87.8,9.6,sandy,3.92,0.65,Warning
7.125,79.875,2025-03,152.8,96.4,26.7,12.8,3.0,2.0,clay,15.0,0.51,Warning
7.075,80.2,2024-02,34.2,93.7,27.3,15.5,99.7,13.8,loam,2.77,0.63,No Risk
7.075,80.375,2023-09,377.0,97.4,22.0,15.7,115.1,6.0,sandy,15.0,0.73,Warning
7.1,80.05,2024-12,155.4,98.0,25.8,12.4,41.6,6.9,loam,2.22,0.65,Flood
7.1,80.175,2023-10,491.4,97.8,24.9,13.6,146.2,35.3,loam,2.78,0.76,Landslide
6.925,79.95,2024-03,117.0,97.1,28.0,14.7,7.2,0.3,clay,6.21,0.55,Warning
6.975,79.975,2023-07,254.2,95.5,26.6,17.6,17.0,0.8,loam,3.24,0.6,Flood
7.125,80.275,2024-02,22.3,92.3,27.0,15.9,199.1,34.9,sandy,4.23,0.59,No Risk
6.975,79.925,2025-03,150.0,95.4,27.2,12.0,14.6,0.6,clay,0.78,0.55,Flood
7.075,79.9,2023-01,101.0,90.3,25.1,18.3,28.5,5.2,clay,10.66,0.59,Warning
7.0,79.975,2024-09,366.3,96.2,26.6,17.7,9.0,0.5,clay,1.67,0.56,Flood
6.975,79.975,2024-09,366.3,96.2,26.6,17.7,17.0,0.8,loam,3.24,0.55,Flood
6.925,80.1,2024-12,173.2,98.2,25.3,12.4,54.2,8.0,loam,15.0,0.68,Warning
7.025,79.925,2024-02,43.2,91.8,27.6,17.4,7.6,1.0,clay,4.77,0.42,No Risk
6.975,80.325,2024-06,366.8,96.2,24.8,14.9,173.5,36.6,sandy,15.0,0.79,Landslide
6.95,80.25,2024-08,484.2,94.0,24.9,14.1,182.1,27.5,sandy,15.0,0.83,Landslide
7.05,80.35,2024-03,93.9,94.8,27.3,13.3,132.8,27.5,sandy,15.0,0.79,Landslide
6.95,79.875,2024-07,325.8,93.7,27.2,18.9,39.8,2.5,loam,2.78,0.61,Flood
7.1,79.9,2024-09,294.4,92.8,27.0,20.8,20.9,6.5,clay,12.94,0.58,Warning
7.025,80.275,2024-07,387.1,95.2,25.8,13.1,190.6,30.0,sandy,11.77,0.82,Landslide
7.05,80.2,2023-10,578.0,97.5,23.6,13.3,99.8,17.4,sandy,5.55,0.74,Landslide
6.925,79.875,2024-10,410.6,95.4,26.3,16.9,16.7,1.3,loam,0.78,0.6,Flood
7.025,80.05,2023-11,565.1,99.4,25.3,10.0,34.0,3.7,loam,4.33,0.65,Warning
7.075,80.25,2024-03,87.6,95.2,28.3,14.9,117.6,18.7,sandy,6.21,0.76,Landslide
6.925,80.125,2023-10,624.0,97.0,25.1,13.2,34.1,5.4,loam,15.0,0.58,Warning
7.025,79.9,2024-02,43.4,91.9,27.7,17.7,21.7,7.3,loam,6.0,0.47,No Risk
7.0,79.975,2024-05,695.3,97.3,27.3,16.5,9.0,0.5,clay,1.67,0.51,Flood
7.075,80.1,2023-02,109.4,95.8,25.6,12.7,32.2,3.5,clay,3.55,0.6,Warning
7.075,80.325,2024-02,28.6,94.3,25.7,13.1,99.7,18.4,sandy,11.88,0.53,No Risk
7.125,80.325,2025-04,216.3,97.9,26.2,12.0,114.8,10.7,loam,8.19,0.77,Warning
7.125,80.05,2023-02,118.6,94.7,25.8,13.7,50.3,6.3,loam,4.33,0.62,Warning
7.025,80.175,2023-06,342.8,95.8,25.9,13.3,132.6,16.4,loam,8.78,0.82,Landslide
7.1,80.0,2024-10,395.3,97.3,25.9,14.3,72.7,8.6,loam,5.98,0.66,Warning
6.975,79.9,2024-07,302.3,93.5,27.1,19.5,18.4,0.3,clay,2.77,0.6,Flood
6.925,80.325,2024-05,851.9,97.2,25.4,13.3,210.0,18.2,sandy,15.0,0.8,Landslide
7.075,80.275,2024-01,206.0,96.7,25.2,11.1,201.6,18.5,loam,7.89,0.82,Landslide
6.95,79.875,2023-06,372.4,94.8,27.0,19.6,39.8,2.5,loam,2.78,0.58,Flood
7.025,80.2,2023-05,234.3,95.5,25.7,12.5,123.8,29.9,sandy,8.32,0.83,Landslide
7.15,79.925,2024-12,160.5,98.0,25.7,13.1,12.6,0.5,clay,15.0,0.56,Warning
7.075,80.2,2025-02,33.6,96.6,26.0,14.0,99.7,13.8,loam,2.77,0.62,No Risk
7.025,80.125,2024-02,41.9,94.1,27.5,14.1,60.4,12.0,clay,9.71,0.49,No Risk
6.95,80.15,2023-02,114.0,98.1,25.1,11.9,110.9,14.4,sandy,15.0,0.8,Warning
6.9,80.3,2024-03,95.3,93.0,26.9,14.6,186.2,18.2,sandy,15.0,0.81,Landslide
7.025,79.85,2024-02,43.3,91.9,27.7,17.5,24.8,3.0,clay,10.01,0.49,No Risk
7.05,80.175,2023-08,120.1,94.8,26.2,16.7,121.1,17.9,sandy,6.21,0.82,Landslide
7.15,79.9,2024-07,257.9,93.1,27.1,20.2,7.8,0.8,clay,15.0,0.55,Warning
7.025,80.1,2025-04,282.7,98.3,25.9,12.8,79.7,8.2,loam,8.25,0.74,Warning
7.15,79.85,2024-02,26.9,90.5,27.8,18.1,3.2,1.5,clay,15.0,0.37,No Risk
7.0,79.975,2025-01,336.0,97.1,25.4,13.2,9.0,0.5,clay,1.67,0.59,Flood
7.0,79.975,2023-12,415.3,98.2,25.8,13.5,9.0,0.5,clay,1.67,0.54,Flood
7.075,80.325,2024-03,93.9,94.8,26.7,13.3,99.7,18.4,sandy,11.88,0.76,Landslide
7.15,79.95,2024-07,299.1,96.1,26.8,17.7,35.5,5.1,loam,13.55,0.6,Warning
7.075,80.0,2024-11,437.4,99.1,25.4,12.9,89.4,13.9,loam,3.55,0.75,Warning
7.05,80.0,2024-08,263.9,95.8,26.4,17.1,74.6,7.6,clay,2.22,0.7,Warning
6.95,80.325,2025-04,378.4,99.1,25.2,10.6,174.0,30.3,sandy,15.0,0.8,Landslide
7.0,80.075,2024-02,35.9,93.7,27.7,15.0,52.6,1.6,sandy,8.25,0.54,No Risk
7.0,80.125,2023-02,120.6,97.0,25.4,12.3,32.7,2.6,clay,12.17,0.59,Warning
7.0,80.25,2024-03,86.9,93.6,27.8,14.1,127.9,31.1,loam,12.41,0.74,Landslide
6.95,80.15,2024-10,509.7,97.0,25.5,13.9,110.9,14.4,sandy,15.0,0.76,Warning
7.025,80.025,2025-01,358.9,97.6,25.2,13.5,69.5,11.7,loam,2.83,0.66,Warning
7.025,80.075,2025-02,69.5,96.2,26.6,14.2,77.9,17.8,loam,6.71,0.6,Warning
7.075,80.375,2025-02,44.6,98.7,22.5,11.0,115.1,6.0,sandy,15.0,0.62,No Risk
6.95,80.275,2024-12,177.7,98.1,25.0,11.0,186.9,15.9,sandy,15.0,0.83,Landslide
7.025,80.35,2025-04,277.1,98.9,24.6,11.0,168.9,24.2,sandy,15.0,0.79,Landslide
7.025,80.0,2023-05,237.5,96.6,26.9,14.8,75.1,17.7,clay,1.24,0.68,Landslide
7.0,79.925,2023-12,356.1,96.3,25.9,15.4,3.0,2.2,clay,2.29,0.54,Flood
7.075,80.35,2024-02,27.6,94.5,25.7,12.9,222.8,24.9,loam,13.74,0.57,No Risk
7.1,79.85,2023-06,336.4,94.6,27.1,20.5,19.7,1.6,clay,15.0,0.58,Warning
7.125,80.075,2024-10,393.0,97.0,25.5,13.8,72.3,12.6,loam,2.83,0.73,Warning
7.025,80.025,2024-02,35.7,93.6,27.8,15.0,69.5,11.7,loam,2.83,0.52,No Risk
6.9,79.95,2023-11,541.1,99.5,25.3,10.6,23.8,4.0,clay,7.85,0.61,Warning
7.125,80.025,2024-03,102.7,95.3,28.4,16.2,86.7,12.3,loam,5.71,0.71,Warning
7.05,79.875,2024-08,275.8,92.6,26.7,20.0,22.2,6.6,clay,9.88,0.57,Warning
7.05,80.375,2024-03,109.9,95.6,22.5,12.2,212.7,17.2,sandy,15.0,0.78,Landslide
6.925,79.85,2024-07,313.6,93.6,27.1,19.2,24.7,3.2,clay,2.29,0.65,Flood
7.025,80.125,2024-11,499.0,98.3,25.1,14.1,60.4,12.0,clay,9.71,0.67,Warning
6.925,80.0,2024-04,224.9,98.5,27.9,12.7,60.1,18.3,loam,9.44,0.66,Landslide
7.0,79.925,2023-05,227.7,95.8,27.3,17.2,3.0,2.2,clay,2.29,0.54,Flood
6.925,80.125,2025-04,301.3,98.8,25.8,12.7,34.1,5.4,loam,15.0,0.64,Warning
6.975,79.95,2023-07,259.7,95.6,26.6,18.0,19.8,1.1,clay,2.29,0.6,Flood
6.975,80.3,2023-08,174.7,93.3,26.0,15.2,228.2,18.0,loam,15.0,0.78,Landslide
6.9,80.125,2025-03,169.4,98.8,25.9,12.0,76.5,15.5,sandy,15.0,0.76,Landslide
6.925,80.0,2023-03,185.9,98.2,26.2,11.0,60.1,18.3,loam,9.44,0.67,Landslide
7.125,80.2,2024-07,312.9,96.0,26.0,16.6,92.0,7.0,sandy,2.78,0.72,Warning
7.125,79.875,2023-09,519.6,94.7,26.0,20.5,3.0,2.0,clay,15.0,0.55,Warning
6.975,80.0,2025-05,276.5,96.8,27.2,15.9,74.9,18.6,loam,5.12,0.69,Landslide
6.925,79.975,2023-11,541.1,99.5,25.3,10.6,9.3,0.8,clay,7.89,0.62,Warning
7.125,80.1,2023-03,157.3,95.4,26.4,13.0,39.1,1.8,loam,1.24,0.61,Flood
7.0,79.95,2023-07,254.2,95.5,26.6,17.6,31.8,5.9,clay,1.11,0.61,Flood
6.9,79.925,2023-08,149.6,92.8,27.0,19.7,28.1,3.3,sandy,6.21,0.55,Warning
7.05,80.175,2024-09,313.3,97.0,25.6,15.7,121.1,17.9,sandy,6.21,0.82,Landslide
7.025,80.325,2024-04,203.0,96.8,27.2,11.1,167.2,17.8,sandy,15.0,0.84,Landslide
7.0,80.125,2024-09,355.8,97.3,25.9,16.4,32.7,2.6,clay,12.17,0.56,Warning
6.975,80.225,2024-11,502.7,98.4,25.0,12.8,118.1,16.4,sandy,14.15,0.8,Landslide
6.9,80.0,2024-02,37.2,95.4,27.6,14.6,64.3,14.6,loam,11.8,0.52,No Risk
7.025,79.875,2023-10,504.7,96.8,25.6,15.1,22.2,5.8,clay,7.89,0.62,Warning
7.025,79.925,2024-02,43.6,91.9,27.5,17.6,7.6,1.0,clay,4.77,0.42,No Risk
7.125,80.375,2023-09,410.3,95.8,24.1,18.6,175.1,24.7,sandy,11.88,0.74,Landslide
7.075,80.2,2024-02,34.2,93.8,27.3,15.6,99.7,13.8,loam,2.77,0.63,No Risk
7.05,80.05,2023-07,271.5,96.1,26.3,16.9,22.4,3.7,loam,3.33,0.6,Flood
7.125,80.075,2025-02,35.8,95.1,26.6,15.7,72.3,12.6,loam,2.83,0.46,No Risk
6.95,80.35,2023-10,742.6,96.9,23.9,11.8,144.3,16.2,loam,15.0,0.74,Landslide
7.075,79.975,2023-02,101.8,94.9,25.9,13.4,18.3,2.2,loam,5.71,0.62,Warning
7.0,79.925,2023-07,214.2,92.8,26.9,21.3,3.0,2.2,clay,2.29,0.57,Flood
6.975,80.125,2023-11,597.3,98.5,25.2,10.2,37.5,4.8,clay,14.32,0.62,Warning
7.1,80.075,2023-09,563.7,97.1,25.4,17.0,92.3,13.0,clay,0.55,0.69,Warning
6.975,80.2,2024-05,817.5,97.0,26.7,15.0,118.9,8.0,sandy,13.88,0.81,Warning
6.925,80.1,2024-11,507.2,98.4,25.0,13.8,54.2,8.0,loam,15.0,0.71,Warning
6.925,80.25,2024-07,404.4,95.2,25.9,12.7,228.8,33.0,sandy,15.0,0.82,Landslide
6.975,80.1,2023-01,160.0,92.7,24.7,14.4,59.2,7.7,sandy,12.17,0.62,Warning
6.9,80.2,2024-02,39.1,96.1,27.1,12.7,74.7,8.5,sandy,15.0,0.57,No Risk
6.925,80.075,2024-12,199.0,98.2,25.6,12.5,23.4,3.6,clay,14.15,0.59,Warning
